Frequency of Total,Dollars In This PC,Purpose Code,Conner Estimate,Jamie Estimate,Final Estimate,Spider Estimate,Score,Score w/o PC,,
2.50E-06,"$94,400.00",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT NUNN 4),,,,,,,,
2.50E-06,"$3,442.91",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT PETERS),,,,,,,,
2.50E-06,"$30,899.86",MAIL PRODUCTION PRINTING POSTAGE (LANDRIEU ISN'T LISTENING 2),,,,,,,,
2.50E-06,"$22,846.90",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT LANDRIEU 2),,,,,,,,
2.50E-06,"$41,532.49",MAIL PRODUCTION PRINTING POSTAGE (LANDRIEU ISN'T LISTENING 3),,,,,,,,
2.50E-06,"$41,532.49",MAIL PRODUCTION PRINTING POSTAGE (LANDRIEU ISN'T LISTENING),,,,,,,,
2.50E-06,"$28,201.71",MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 1),,,,,,,,
2.50E-06,"$28,201.71",MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 2),,,,,,,,
2.50E-06,"$2,870.79",MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 3),,,,,,,,
2.50E-06,"$2,974.37",MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 4),,,,,,,,
2.50E-06,"$22,846.90",MAIL PRODUCTION PRINTING POSTAGE (DEFEAT LANDRIEU 3),,,,,,,,
2.50E-06,"$69,889.32",MAIL PRODUCTION PRINTING POSTAGE (BRALEY 1),,,,,,,,
2.50E-06,"$2,974.37",MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 6),,,,,,,,
2.50E-06,"$1,919.72","MAIL PRODUCITON COSTS, POSTAGE",,,,,,,,
2.50E-06,"$13,145.75",MAIL PRINTING & SHIPPING (DEFEAT BEGICH 1),,,,,,,,
2.50E-06,"$11,129.00",MAIL PRINTING & SHIPPING (DEFEAT BEGICH 2),,,,,,,,
2.50E-06,"$1,803.18",MAIL PRINTING & SHIPPING (DEFEAT RAHALL 3),,,,,,,,
2.50E-06,"$6,420.00",MAIL PRINTING - NJ VOTER GUIDE,,,,,,,,
2.50E-06,"$7,303.50",MAIL PRINTING AND SHIPPING (BEGICH ENERGY),,,,,,,,
2.50E-06,"$3,634.35",MAIL PRINTING AND SHIPPING (DEFEAT RAHALL 1),,,,,,,,
2.50E-06,$741.42,"MAIL PRODUCITON COSTS, POSTAGE (FROM ADVANCE LINE 21)",,,,,,,,
2.50E-06,"$12,320.00",MAIL PRODUCTION PRINTING POSTAGE (ABSENTEE BALLOT),,,,,,,,
2.50E-06,"$25,200.00",MAIL PRODUCTION AND POSTAGE (ABANDONED),,,,,,,,
2.50E-06,"$14,719.97",MAIL PRODUCTION AND POSTAGE (MTP2),,,,,,,,
2.50E-06,"$4,833.20","MAIL PRODUCTION COSTS,POSTAGE",,,,,,,,
2.50E-06,"$19,451.36",MAIL PRODUCTION COSTS/POSTAGE,,,,,,,,
2.50E-06,"$3,929.08",MAIL PRODUCTION PRINTING POSTAGE (ABSENTEE BALLOT 1),,,,,,,,
2.50E-06,"$2,870.79",MAIL PRODUCTION PRINTING POSTAGE (ABSENTEE BALLOT 2),,,,,,,,
2.50E-06,"$2,974.37",MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES 5),,,,,,,,
2.50E-06,"$26,212.66",MAIL PRODUCTION PRINTING POSTAGE (OBAMA'S POLICIES),,,,,,,,
2.50E-06,"$7,296.30",MAIL PRINTING & POSTAGE (FORWARD),,,,,,,,
2.50E-06,"$38,852.00",MAILER (BAYH SUPREME COURT MAILER 1'),,,,,,,,
2.50E-06,"$18,971.00",MAILER ('OBAMACARE'),,,,,,,,
2.50E-06,"$36,105.51",MAILER ('ROSS KEEPING NC DOWN'),,,,,,,,
2.50E-06,"$7,391.39",MAILER (BAYH 2 COAL),,,,,,,,
2.50E-06,"$31,103.40",MAILER (BAYH CRONYISM),,,,,,,,
2.50E-06,"$29,313.37",MAILER (BAYH HEADLINE MAILER 1),,,,,,,,
2.50E-06,"$27,363.56",MAILER (BAYH OUT JOBS),,,,,,,,
2.50E-06,"$38,852.00",MAILER (BAYH SUPREME COURT MAILER 1),,,,,,,,
2.50E-06,"$9,785.00",MAILER ('MASTO HEALTHCARE MAILER 2'),,,,,,,,
2.50E-06,"$23,124.60",MAILER (KANDER ENERGY 2),,,,,,,,
2.50E-06,"$9,775.00",MAILER (MASTO HEALTHCARE MAILER 1),,,,,,,,
2.50E-06,"$9,785.00",MAILER (MASTO HEALTHCARE MAILER 2),,,,,,,,
2.50E-06,"$12,508.00",MAILER (MASTO LOBBYIST TRIPS),,,,,,,,
2.50E-06,"$37,715.00",MAILER (MCGINTY FLAG MAILER B),,,,,,,,
2.50E-06,"$18,971.00",MAILER (OBAMACARE),,,,,,,,
2.50E-06,"$12,508.00",MAILER ('MASTO LOBBYIST TRIPS'),,,,,,,,
2.50E-06,"$23,124.60",MAILER ('KANDER ENERGY 2'),,,,,,,,
2.50E-06,"$10,780.00",MAIL PRODUCTION PRINTING POSTAGE (PROPERTY RIGHTS),,,,,,,,
2.50E-06,"$5,500.00",MAIL.,,,,,,,,
2.50E-06,"$28,201.71",MAIL PRODUCTION PRINTING POSTAGE (PRYOR CAREER 1),,,,,,,,
2.50E-06,"$32,013.34",MAIL PRODUCTION PRINTING POSTAGE (PRYOR COST OF LIVING 2),,,,,,,,
2.50E-06,"$28,201.71",MAIL PRODUCTION PRINTING POSTAGE (PRYOR COST OF LIVING 3),,,,,,,,
2.50E-06,"$32,013.34",MAIL PRODUCTION PRINTING POSTAGE (PRYOR COST OF LIVING),,,,,,,,
2.50E-06,"$10,780.00",MAIL PRODUCTION PRINTING POSTAGE (VETERANS),,,,,,,,
2.50E-06,"$5,475.50",MAIL TEST SURVEYS,,,,,,,,
2.50E-06,"$19,905.08",MAILE PIECE,,,,,,,,
2.50E-06,"$33,415.00",MAILER ('BAYH BANK BAILOUT MAILER 1'),,,,,,,,
2.50E-06,"$15,000.00",MAILED AD,,,,,,,,
2.50E-06,"$46,473.98",MAILED PIECE DISBURSED 11/27/2012,,,,,,,,
2.50E-06,"$28,323.00",MAILER #5,,,,,,,,
2.50E-06,"$28,323.00",MAILER #6,,,,,,,,
2.50E-06,"$10,008.00",MAILER #7,,,,,,,,
2.50E-06,"$95,567.92",MAILER & POSTAGE(ESTIMATE),,,,,,,,
2.50E-06,"$7,296.30",MAIL PRINTING & POSTAGE (OBAMACARE),,,,,,,,
2.50E-06,"$16,171.00","MAIL PIECE PRODUCTION, POSTAGE; IN-KIND FROM STUART SMITH CREDIT CARD",,,,,,,,
2.50E-06,"$2,266.12","MAGAZINE INSERT, PRINTING AND SHIPPING (NATIONALLY DISSEMINATED)",,,,,,,,
2.50E-06,$778.05,MAIL BUNDLING APPEAL - POSTAGE,,,,,,,,
2.50E-06,"$10,184.81",MAIL - PRODUCTION & POSTAGE,,,,,,,,
2.50E-06,"$15,878.85",MAIL 3 DAVIS.HOCHUL,,,,,,,,
2.50E-06,"$16,500.00",MAIL ADVERTISING,,,,,,,,
2.50E-06,"$25,000.00",MAIL ADVERTISING DISSEMINATED 7/31/2012,,,,,,,,
2.50E-06,"$44,619.51",MAIL AND ONLINE ADVERTISING,,,,,,,,
2.50E-06,"$52,196.59",MAIL AND ROBOCALLS,,,,,,,,
2.50E-06,$604.81,MAIL BUNDLING APPEAL - PRINTING,,,,,,,,
2.50E-06,"$32,833.00",MAIL - FUZZY ETHICS,,,,,,,,
2.50E-06,$14.50,MAIL BUNDLING APPEAL - STAFF TIME,,,,,,,,
2.50E-06,$204.81,MAIL BUNDLING APPEAL-BRE,,,,,,,,
2.50E-06,$981.94,MAIL BUNDLING APPEAL-PRINTING,,,,,,,,
2.50E-06,$112.50,MAIL BUNDLING APPEAL-PROOFREADING,,,,,,,,
2.50E-06,"$18,490.07",MAIL COST POSTAGE,,,,,,,,
2.50E-06,"$1,983.73",MAIL COSTS (PULLED FROM ADVANCE LINE 21),,,,,,,,
2.50E-06,"$19,854.60",MAIL - HOW LOW,,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 8',,,,,,,,
2.50E-06,"$2,000.00",MAIL COSTS/COPY WRITING,,,,,,,,
2.50E-06,"$27,200.00",MAIL 'NY-18' 'MALONEY 2',,,,,,,,
2.50E-06,"$2,266.12","MAGAZINE INSERT, PRINTING AND SHIPPING, NATIONALLY DISTRIBUTED - $46.25 PER STATE FOR 49 STATES",,,,,,,,
2.50E-06,"$22,653.00",MAIL & PRINTING,,,,,,,,
2.50E-06,"$27,200.00",MAIL 'NY-18' 'HAYWORTH 1',,,,,,,,
2.50E-06,"$26,800.00",MAIL 'NY-18' 'HAYWORTH 2',,,,,,,,
2.50E-06,"$27,200.00",MAIL 'NY-18' 'HAYWORTH 3',,,,,,,,
2.50E-06,"$27,200.00",MAIL 'NY-18' 'MALONEY 1',,,,,,,,
2.50E-06,"$26,800.00",MAIL 'NY-18' 'MALONEY 3',,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 7',,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 1',,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 2',,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 3',,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 4',,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 5',,,,,,,,
2.50E-06,"$35,750.00",MAIL 'NY-27' 'COLLINS 6',,,,,,,,
2.50E-06,"$11,300.44",MAIL COSTS POSTAGE INTERNET COMMUNICATIONS PHONE BANK,,,,,,,,
2.50E-06,"$32,971.21",MAIL DESIGN & PRODUCTION & POSTAGE,,,,,,,,
2.50E-06,"$15,633.37",MAIL PIECE PRODUCTION AND POSTAGE COST,,,,,,,,
2.50E-06,"$10,134.67",MAIL PIECE 'AME1210_SUMMARY',,,,,,,,
2.50E-06,"$10,967.95","MAIL DESIGN, STOCK, PRINTING, PRODUCTION & POSTAGE",,,,,,,,
2.50E-06,"$75,000.00",MAIL DROP,,,,,,,,
2.50E-06,"$4,086.55",MAIL EST,,,,,,,,
2.50E-06,$38.75,MAIL HOUSE HANDLING FEE FOR PERIODICAL,,,,,,,,
2.50E-06,"$10,134.67",MAIL PIECE 'AME1208_CLEAN WATER NEGATIVE',,,,,,,,
2.50E-06,"$10,134.67",MAIL PIECE 'AME1209_MEDICARE NEGATIVE',,,,,,,,
2.50E-06,$977.54,MAIL PIECE 'HEE/OUR WAY OF LIFE'  (NCLUDED REFERENCE TO OBAMA),,,,,,,,
2.50E-06,"$43,200.71",MAIL DESIGN PRODUCTION & POSTAGE,,,,,,,,
2.50E-06,"$23,552.03",MAIL PIECE 'TAXES 3',,,,,,,,
2.50E-06,"$23,552.03",MAIL PIECE 'TAXES 4',,,,,,,,
2.50E-06,"$23,552.03",MAIL PIECE 'TAXES 5',,,,,,,,
2.50E-06,"$15,541.89",MAIL PIECE MEDICARE 2,,,,,,,,
2.50E-06,"$4,739.10",MAIL PIECE PRODUCTION,,,,,,,,
2.50E-06,"$41,480.58",MAIL PIECE PRODUCTION AND MAILING (NATIONWIDE EXPENDITURE),,,,,,,,
2.50E-06,"$43,200.71","MAIL DESIGN, PRODUCTION & POSTAGE - GEORGE PHILLIPS",,,,,,,,
2.50E-06,"$1,550.00",MAIL DESIGN (OBAMACARE),,,,,,,,
2.50E-06,"$1,140.00",MAIL DESIGN (BEGICH ENERGY),,,,,,,,
2.50E-06,"$4,050.00",MAIL DESIGN (DEFEAT UDALL 1),,,,,,,,
2.50E-06,"$1,140.00",MAIL DESIGN (BEGICH OBAMA),,,,,,,,
2.50E-06,"$1,140.00",MAIL DESIGN (BEGICH OBAMACARE),,,,,,,,
2.50E-06,"$1,550.00",MAIL DESIGN (DEFEAT BEGICH 1),,,,,,,,
2.50E-06,"$4,050.00",MAIL DESIGN (DEFEAT BEGICH 2),,,,,,,,
2.50E-06,"$1,550.00",MAIL DESIGN (DEFEAT RAHALL 1),,,,,,,,
2.50E-06,"$1,000.00",MAIL DESIGN (DEFEAT RAHALL 3),,,,,,,,
2.50E-06,"$4,050.00",MAIL DESIGN (DEFEAT UDALL 2),,,,,,,,
2.50E-06,"$1,550.00",MAIL DESIGN (HAGAN 5),,,,,,,,
2.50E-06,"$1,550.00",MAIL DESIGN (FIRST AMENDMENT),,,,,,,,
2.50E-06,"$1,800.00",MAIL DESIGN (FORWARD),,,,,,,,
2.50E-06,"$1,550.00",MAIL DESIGN (HAGAN 1),,,,,,,,
2.50E-06,"$4,050.00",MAIL DESIGN (HAGAN 2),,,,,,,,
2.50E-06,"$1,550.00",MAIL DESIGN (HAGAN 3),,,,,,,,
2.50E-06,"$4,050.00",MAIL DESIGN (HAGAN 4),,,,,,,,
2.50E-06,$152.97,INV.#  84698 - SHERROD BROWN HARD HAT STICKERS,,,,,,,,
2.50E-06,$152.97,INV. # 84698 - LARRY MAGGI HARD HAT STICKERS,,,,,,,,
2.50E-06,"$55,000.00",IE-SMITH-MICRO TARGETING,,,,,,,,
2.50E-06,$152.97,INV. # 84698 - GARY MCDOWELL HARD HAT STICKERS,,,,,,,,
2.50E-06,$300.00,IE-WALSH-EST. STAFF & OVERHEAD,,,,,,,,
2.50E-06,"$3,000.00",IE-WALSH-GRASSROOTS ORGNANIZING,,,,,,,,
2.50E-06,"$18,550.00",IE-WALSH-MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$22,500.00",IE-WALSH-MICRO TARGETING,,,,,,,,
2.50E-06,$238.07,IE-WALSH-PRINTING,,,,,,,,
2.50E-06,"$99,994.00",IE-WALSH-VOTER ID MAILING,,,,,,,,
2.50E-06,"$36,393.00",IE-WALSH-VOTER MAIL,,,,,,,,
2.50E-06,"$36,393.00",IE-WALSH-VOTER MAILING,,,,,,,,
2.50E-06,"$3,500.00",IE-WALSH-VOTER SURVEY,,,,,,,,
2.50E-06,"$4,806.71",IE-WALSH-YARD SIGNS,,,,,,,,
2.50E-06,"$5,000.00",IE-WARD-DIGITAL ADS,,,,,,,,
2.50E-06,"$84,981.47",IE-WARD-DIRECT MAIL,,,,,,,,
2.50E-06,$437.57,IE-WATSON-DOOR HANGERS,,,,,,,,
2.50E-06,"$3,107.24",IE-WATSON-YARD SIGNS,,,,,,,,
2.50E-06,$977.03,IE-WEB ADVERTISIGN,,,,,,,,
2.50E-06,$423.71,IE-WALSH-DOOR HANGERS,,,,,,,,
2.50E-06,"$3,107.24",IE-WALORSKI-YARD SIGNS,,,,,,,,
2.50E-06,$90.00,IE-WALORSKI-SIGNAGE,,,,,,,,
2.50E-06,"$7,500.00",IE-UDALL-MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$3,717.00",IE-TOOMEY-SIGNAGE,,,,,,,,
2.50E-06,$437.04,IE-TRAN-DOOR HANGERS,,,,,,,,
2.50E-06,"$3,107.24",IE-TRAN-YARD SIGNS,,,,,,,,
2.50E-06,"$19,017.91",IE-TURNER-DIRECT MAIL,,,,,,,,
2.50E-06,"$171,818.20",IE-TV ADVERTISING,,,,,,,,
2.50E-06,"$130,000.00",IE-UDALL-MEDIA BUY,,,,,,,,
2.50E-06,"$10,000.00",IE-UDALL-ONLINE ADS,,,,,,,,
2.50E-06,"$17,775.00",IE-WALORSKI-ONLINE ADS,,,,,,,,
2.50E-06,"$15,000.00",IE-VILSAK-ONLINE ADS,,,,,,,,
2.50E-06,"$50,000.00",IE-VOTER CALLS-SCOTT BROWN,,,,,,,,
2.50E-06,$182.00,IE-WALBERG-BUMPER STICKERS,,,,,,,,
2.50E-06,"$50,175.00",IE-WALL-ONLINE ADS,,,,,,,,
2.50E-06,"$8,955.00",IE-WALORKSI-SIGNAGE,,,,,,,,
2.50E-06,$234.64,IE-WALORSKI-DOOR HANGERS,,,,,,,,
2.50E-06,$146.87,IE-WEB HOSTING,,,,,,,,
2.50E-06,"$100,000.00",IE-WEHBY-MEDIA BUY,,,,,,,,
2.50E-06,"$9,279.87",IE-WEHBY-MEDIA PRODUCTION,,,,,,,,
2.50E-06,$46.50,IN KIND-STAFFTIME FOR MESSAGE DEVELOPMENT,,,,,,,,
2.50E-06,"$7,500.00",IL-02 EVENT ORGANIZING,,,,,,,,
2.50E-06,"$1,980.00",IMAGE LICENSE FOR BATTLEGROUND STATES GOTV BUS TOUR,,,,,,,,
2.50E-06,"$1,741.08",IMPACT DIALING PHONE SERVICE,,,,,,,,
2.50E-06,"$1,411.77",IN KIND - TELEVISION AD - REALLY?,,,,,,,,
2.50E-06,$50.00,IN KIND IN HOUSE PRINTING OF POSTCARDS,,,,,,,,
2.50E-06,$757.69,IN KIND STAFFTIME FOR MESSAGE DEVELOPMENT,,,,,,,,
2.50E-06,"$3,448.75",IN KIND:  CONTACTS FOR MAILINGS,,,,,,,,
2.50E-06,$0.57,IE_DIDIER-TRAVEL,,,,,,,,
2.50E-06,"$375,647.78",IN KIND:  EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 8/1-8/31,,,,,,,,
2.50E-06,"$507,260.13",IN KIND: EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 7/1-7/31/12,,,,,,,,
2.50E-06,$750.00,IN KIND: SOCIAL MEDIA/WEBSITE DEVELOPMENT,,,,,,,,
2.50E-06,$1.33,IN-HOUSE PRINTING - VOTE FOR ANNIE KUSTER,,,,,,,,
2.50E-06,$1.33,IN-HOUSE PRINTING - VOTE FOR CAROL SHEA PORTER,,,,,,,,
2.50E-06,$10.67,IN-HOUSE PRINTING - VOTE FOR HILLARY (ESTIMATED),,,,,,,,
2.50E-06,"$90,030.00",IL SENATE RADIO AD,,,,,,,,
2.50E-06,"$11,651.73",IES DIRECT MAILERS,,,,,,,,
2.50E-06,$140.00,IE-WEST-EST. STAFF & OVERHEAD,,,,,,,,
2.50E-06,$448.84,IE-WEST-WALKING MAPS,,,,,,,,
2.50E-06,"$22,500.00",IE-WEST-MICRO TARGETING,,,,,,,,
2.50E-06,"$35,375.00",IE-WEST-ONLINE ADS,,,,,,,,
2.50E-06,$125.00,IE-WEST-ONLINE BLOG,,,,,,,,
2.50E-06,$41.85,IE-WEST-VOLUNTEER CONNECT,,,,,,,,
2.50E-06,"$35,000.00",IE-WEST-VOTER CALLS,,,,,,,,
2.50E-06,"$99,994.00",IE-WEST-VOTER ID MAILING,,,,,,,,
2.50E-06,"$110,000.00",IE-WOOLF-MEDIA BUY/MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$1,657.82",IE: ROBOCALLS IN SUPPORT OF MARTHA ZOLLER,,,,,,,,
2.50E-06,$182.00,IE-YOUNG-BUMPER STICKERS,,,,,,,,
2.50E-06,$234.83,IE-YOUNG-DOOR HANGERS,,,,,,,,
2.50E-06,$23.00,IE-ZOLLER-EST. STAFF & OVERHEAD,,,,,,,,
2.50E-06,"$2,000.00",IE-ZOLLER-ONLINE ADS,,,,,,,,
2.50E-06,"$1,717.66",IE-ZOLLER-SIGNAGE,,,,,,,,
2.50E-06,"$17,714.00",IE-ZOLLER-VOTER ID/SURVEY,,,,,,,,
2.50E-06,$338.25,IE-TOOMEY-ONLINE BUNDLING,,,,,,,,
2.50E-06,$240.76,IE-TOOMEY-EMAIL LIST USAGE,,,,,,,,
2.50E-06,"$12,000.00",IE-TOOMEY-EMAIL LIST RENTAL,,,,,,,,
2.50E-06,$425.00,IE-STENBERG-BUMPER STICKERS,,,,,,,,
2.50E-06,$900.00,IE-STABENOW-WALKING MAPS,,,,,,,,
2.50E-06,"$3,474.01",IE-STABENOW-YARD SIGNS,,,,,,,,
2.50E-06,"$1,005.99",IE-STAFF & OVERHEAD,,,,,,,,
2.50E-06,$283.72,IE-STAFF TRAVEL,,,,,,,,
2.50E-06,"$2,925.00",IE-STEBENOW-MEDIA BUY,,,,,,,,
2.50E-06,"$15,184.14",IE-STEFANIK-MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$46,631.70",IE-STENBERG-DIRECT MAIL POSTAGE,,,,,,,,
2.50E-06,"$4,190.70",IE-SOUTHERLAND-YARD SIGNS,,,,,,,,
2.50E-06,$371.60,IE-STENBERG-EST. STAFF/OVERHEAD,,,,,,,,
2.50E-06,"$25,000.00",IE-STENBERG-GOTV CALLS,,,,,,,,
2.50E-06,$27.75,IE-STENBERG-PHONEBANK,,,,,,,,
2.50E-06,"$2,025.00",IE-STENBERG-SHIPPING OF SIGNAGE,,,,,,,,
2.50E-06,$24.92,IE-STENBERG-STAFF TRAVEL,,,,,,,,
2.50E-06,"$2,650.00",IE-STENBERG-VIDEO PRODUCTION,,,,,,,,
2.50E-06,"$4,544.00",IE-SOUTHLERLAND-VIDEO PRODUCTION,,,,,,,,
2.50E-06,$241.17,IE-SOUTHERLAND-DOOR HANGERS,,,,,,,,
2.50E-06,"$5,040.00",IE-STENBERG-YARD SIGNS,,,,,,,,
2.50E-06,$321.50,IE-SMITH-PHONES,,,,,,,,
2.50E-06,$421.30,IE-SMITH-OFFICE CABLE,,,,,,,,
2.50E-06,"$2,468.91",IE-SMITH-OFFICE EQUIPMENT/OFFICE SUPPLIES,,,,,,,,
2.50E-06,$161.67,IE-SMITH-OFFICE SUPPLIE-PRINTING,,,,,,,,
2.50E-06,$514.10,IE-SMITH-PALM CARDS,,,,,,,,
2.50E-06,"$18,380.40",IE-SMITH-PALM CARDS/SIGNAGE,,,,,,,,
2.50E-06,"$9,996.00",IE-SMITH-PHONE CALLING,,,,,,,,
2.50E-06,$77.34,IE-SMITH-PRINTING,,,,,,,,
2.50E-06,"$50,014.00",IE-SOUTHERLAND-DIRECT MAIL,,,,,,,,
2.50E-06,$53.15,IE-SMITH-PRINTING SUPPLIES,,,,,,,,
2.50E-06,$120.00,IE-SMITH-SHIPPING,,,,,,,,
2.50E-06,"$3,427.14",IE-SMITH-SIGNAGE SHIPPING,,,,,,,,
2.50E-06,$19.53,IE-SMITH-SOCIAL MEDIA/PRINTING,,,,,,,,
2.50E-06,"$150,025.00",IE-SMITH-VOTER ID MAILING,,,,,,,,
2.50E-06,"$31,593.30",IE-SMITH-YARD SIGNS/PALM CARDS,,,,,,,,
2.50E-06,"$5,000.00",IE-STENBERG-VOTER ID CALLS,,,,,,,,
2.50E-06,$412.88,IE-STIVERS-DOOR HANGERS,,,,,,,,
2.50E-06,$252.60,IE-TOOMEY-BUMPER STICKERS,,,,,,,,
2.50E-06,$328.57,IE-THOMAS-EMAIL MARKETING,,,,,,,,
2.50E-06,"$500,000.00",IE-TENNEY-MEDIA BUY,,,,,,,,
2.50E-06,"$1,858.00",IE-TENNEY-PHONE CALLS - ESTIMATED,,,,,,,,
2.50E-06,"$4,149.99",IE-TENNEY-PHONE CALLS-ESTIMATED,,,,,,,,
2.50E-06,"$50,014.00",IE-TESTER-TELEMARKETING,,,,,,,,
2.50E-06,"$2,500.00",IE-TESTER-VIDEO PRODUCTION,,,,,,,,
2.50E-06,"$19,210.60",IE-THOMAS-DIRECT MAIL PRODUCTION,,,,,,,,
2.50E-06,$66.66,IE-THOMAS-POSTAGE,,,,,,,,
2.50E-06,"$86,100.00",IE-TEACHOUT-ONLINE ADS-ESTIMATED,,,,,,,,
2.50E-06,"$10,000.00",IE-THOMAS-TELEMARKETING,,,,,,,,
2.50E-06,"$3,845.88",IE-TILLIS-PHONE CALLS,,,,,,,,
2.50E-06,"$26,318.11",IE-TILLIS-POSTAGE,,,,,,,,
2.50E-06,"$20,147.00",IE-TILLIS-PRINTING/DROP SHIPPING,,,,,,,,
2.50E-06,$245.29,IE-TIPTON-DOOR HANGERS,,,,,,,,
2.50E-06,"$70,000.00",IE-TISEI-ONLINE ADS,,,,,,,,
2.50E-06,"$39,078.13",IE-TELEMARKETING,,,,,,,,
2.50E-06,"$22,500.00",IE-TEACHOUT-ONLINE ADS,,,,,,,,
2.50E-06,"$50,000.00",IE-STRICKLAND-DIGITAL ADS,,,,,,,,
2.50E-06,"$3,172.40",IE-STUTZMAN-ONLINE BUNDLING PROCESSING,,,,,,,,
2.50E-06,"$250,000.00",IE-STRICKLAND-DIGITAL ADS-ESTIMATED,,,,,,,,
2.50E-06,"$23,006.00",IE-STRICKLAND-MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$3,883.35",IE-STUTZMAN-CC PROCESSING FEES,,,,,,,,
2.50E-06,"$32,092.90",IE-STUTZMAN-DIRECT MAIL-VOTER CONTACT,,,,,,,,
2.50E-06,$480.00,IE-STUTZMAN-EMAIL LIST RENTAL,,,,,,,,
2.50E-06,"$2,500.00",IE-STUTZMAN-ESTIMATED MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$15,000.00",IE-STUTZMAN-RADIO MEDIA BUY,,,,,,,,
2.50E-06,"$17,025.00",IE-TEACHOUT-MEDIA PRODUCTION,,,,,,,,
2.50E-06,"$4,000.00",IE-STUTZMAN-WEB ADS,,,,,,,,
2.50E-06,$42.00,IE-TARKANIAN-EST. STAFF & OVERHEAD,,,,,,,,
2.50E-06,"$10,019.86",IE-TARKANIAN-SIGNAGE,,,,,,,,
2.50E-06,$41.21,IE-TARKANIAN-VOLUNTEER COORDINATING,,,,,,,,
2.50E-06,"$50,000.00",IE-TARKANIAN-VOTER ID,,,,,,,,
2.50E-06,"$15,000.00",IE-TAYLOR-ONLINE ADES,,,,,,,,
2.50E-06,$2.67,IN-HOUSE PRINTING - VOTE FOR MAGGIE HASSAN,,,,,,,,
2.50E-06,$61.25,IN-HOUSE PRINTING - VOTE FOR MICHELLE NUNN U.S. SENATE,,,,,,,,
2.50E-06,"$26,788.69",IN-KIND - AD PRODUCTION (VENDOR: STRUBLE EICHENBAUM COMMUNICATIONS),,,,,,,,
2.50E-06,"$176,084.00",INTERNET ADVERTISING; ALSO OPPOSES NEWT GINGRICH,,,,,,,,
2.50E-06,"$25,000.00",INTERNET ADVERTISING AND PRODUCTION,,,,,,,,
2.50E-06,$800.00,INTERNET ADVERTISING BUY,,,,,,,,
2.50E-06,"$671,368.13",INTERNET ADVERTISING EXPENSE,,,,,,,,
2.50E-06,"$15,000.00","INTERNET ADVERTISING PLACEMENT, PRODUCTION COSTS",,,,,,,,
2.50E-06,$326.75,INTERNET ADVERTISING PRODUCTION COSTS (FROM ADVANCE LINE 21),,,,,,,,
2.50E-06,$392.29,INTERNET ADVERTISING: HARRY REID VOTES,,,,,,,,
2.50E-06,"$55,200.00",INTERNET ADVERTISING; ALSO OPPOSES RICK SANTORUM,,,,,,,,
2.50E-06,"$8,021.13",INTERNET ADVERTISING / PRODUCTION COST,,,,,,,,
2.50E-06,"$93,000.00",INTERNET AND EMAIL ADVERTISING; ALSO SUPPORTS MITT ROMNEY,,,,,,,,
2.50E-06,$514.13,INTERNET COMMUNCIATIONS (FROM ADVANCE LINE 21),,,,,,,,
2.50E-06,"$10,000.00",INTERNET COMMUNICATIONS CONSULTING,,,,,,,,
2.50E-06,"$8,400.00",INTERNET EXPENSE,,,,,,,,
2.50E-06,"$8,750.00",INTERNET EXPENSE (EMAILS)-ESTIMATED COST,,,,,,,,
2.50E-06,$100.00,INTERNET FOR FIELD OFFICE; 11/1 - 11/4 (ESTIMATE),,,,,,,,
2.50E-06,"$202,000.00",INTERNET ADVERTISING AND CONSULTING; ALSO OPPOSES MITT ROMNEY,,,,,,,,
2.50E-06,$400.00,INTERNET ADVERTISING - PRODUCTION FEES,,,,,,,,
2.50E-06,"$24,850.00",INTERNET MEDIA PLACEMENT,,,,,,,,
