,Purpose Code,Categorization
7769,GAS TO DRIVE TO CONFERENCE,travel
773,IE-SMITH-PALM CARDS/SIGNAGE,field
2488,9/27 TO 10/1 DATA FOR AUTOMATED CALLS,polling
696,PAYMENT FOR LEGAL SERVICES,legal
856,MEDIA PRODUCTION FOR 07/29/16 TELEVISION ADVERTISING BUY,media
559,PERSUASION CALLS,field
1903,INDEPENDENT EXPENDITURE OPPOSING DONALD TROMP,media
1823,MAILER- CUT FUNDING,media
4845,PRINTING (ESTIMATE),administrative
3987,CABLE TELEVISION MEDIA BUYS,media
6095,CREATIVE PRODUCTION AND MEDIA BUY,media
6603,RADIO PLACEMENT AND PRODUCTION,media
6949,SOCIAL MEDIA PRODUCTION & PLACEMENT: EDUARDO,digital
6918,SIGN SUPPLIES,administrative
98,DIGITAL AD COMMISSION,digital
951,POLLING NEW POLL,polling
2292,IE-THOMAS-POSTAGE,administrative
1016,PARTNER GOTV CALLS,fundraising
7653,NON-ALLOCABLE VOLUNTEER MAILER,media
855,GAS FOR CANVASSING VAN,travel
148,ALLOCABLE EXPENSES FROM NRCC ACCT,administrative
2179,IE-PRINTING/POSTAGE-BENISHEK,administrative
1760,TV AD PRODUCTION - GRIP AND LIGHTING. AD SUPPORTS CHRIS MCDANIEL AND AIRS JUNE 17TH TO JUNE 24TH.,media
7820,IE-HATCH-RESEARCH,polling
1358,MAIL PRINTING AND SHIPPING (BEGICH OBAMACARE),administrative
4102,PHONE DATA,polling
3122,IE-RADIO-DENHAM,media
1871,PRINTING AND SHIPPING OF HANDBILL,administrative
636,ACCOUNTING COMPLIANCE FEES,legal
30,AD CREATION AND PURCHASE OF PAID SOCIAL MEDIA ADS FOR 9/14 - 9/20,digital
503,FUNDRAISING PRINTING,fundraising
3941,NEWSAPER AD,media
1732,MEDIA ELECTION CONSULTING,consulting
1118,BUMPER STICKERS AND HARD HAT STICKERS,field
2368,IE-BONGINO-EMAIL LIST RENTAL,fundraising
7188,LIVE PHONE BANK,field
100,SOFTWARE SERVICES,digital
263,PHONE CALLS  SMS MESSAGING,field
4045,FACEBOOK VIDEO ADVERTISEMENT,digital
1458,MEDIA-PRODUCTION AND AD PLACEMENT,media
616,EVENTS SITE SUPPLIES,misc
647,DIRECT MAIL CREATIVE FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 12/18/15.,fundraising
52,DIGITAL MEDIA BUY,digital
415,DIRECT MAIL COSTS,fundraising
2956,TV AD PRODUCTION COSTS (ADDED TO AIR BUY REPORTED 4/21/16) (FROM ADVANCE LINE 21),media
526,HEADQUARTERS ACCOUNT OPERATIONS,legal
4790,IE-LANDREIU-VOTER DATA,polling
2771,"TV AD PRODUCTION COSTS (FROM ADVANCE LINE 21), ADDED TO EXISTING TV AD AIR BUY REPORTED 10/19/12.",media
3676,STAFF TIME DRAFTING NEWSLETTER TEXT,media
6283,PAYROLL FOR CANVASSERS 7/25-7/31 FL,field
152,ONLINE AD BUY AND PRODUCTION  ESTIMATE,digital
3119,BUS WRAP DESIGN,travel
2934,ESTIMATED SEPTEMBER LIST RENTAL FEES AND ONLINE ADVERTISING,digital
5605,PHONEN BANKS,field
7064,ESTIMATED DIGITAL AD  PRODUCTION & PLACEMENT- HILLARY,digital
721,AUDIO RENTAL,media
796,GOTV PHONES/ROBO CALLS,field
5880,POSTAGE - 11TH CD FLIER,media
6594,PHONE LIST TEST,field
3832,DIGITIAL AD PLACEMENT- WORKERS,digital
7853,DESIGN OF CANVASS DOORHANGER,field
2644,PRINTING FLYERS,field
7098,TV ADS 'PERFECT',media
3149,ARTWORK AND PRODUCTION COSTS FOR CANDIDATE MAILING - DR. JOE HECK,media
1154,ONLINE ADVERTISING - 01/05/2012,digital
534,GENERAL FUNDRAISING RETAINER,fundraising
6195,SOCIAL MEDIA PRODUCTION & PLACEMENT: FLORIDA ENDORSEMENT,digital
682,CONVENTION AUDIO VISUAL,field
7462,TELEVISION ADVERTISING OF 'BAD COMPANY',media
20,OFFICE SUPPLIES,administrative
3186,NEWSPAPER AD - TX,media
31,CELLULAR MOBILE,administrative
5648,WEBSITE PRODUCTION,digital
2957,MEDITA PRODUCTION & TIME BUY EXPENSE,media
4601,IE-COTTON-MEDIA PRODUCTION,media
41,RADIO ADVERTISING OF NEXT CALLER,media
436,DIRECT MAIL FUNDRAISING,fundraising
5995,POSTAGE AND MAILING LISTS A SPECIAL MESSAGE FROM LEE IOCACCO,fundraising
5160,WEBSITE DEVELOPMENT SERVICES,digital
4034,LODING FOR CANVASSING DEPLOYMENT 11/5-11/6,field
6756,MAILES,administrative
6874,PAID STUMBLES,media
281,WEBSITE CONTENT - STAFF TIME,digital
3459,BUS TOUR - CATERING,travel
100,INTERNET WEBSITE DEVELOPMENT (WHEREISTHECHANGE.ORG),digital
6268,VIDEO PRODUCTION - SHIPPING,media
372,TELEVISION PRODUCTION OF 'DECISIONS',media
3063,PRINTING & POSTAGE -  MAILER,media
6250,RADIO AD AND PRODUCTION,media
162,PAYROLL TAXES RETIREMENT SVC,field
1,DIGITAL MEDIA PRODUCTION/PLACEMENT - UTAH,digital
6378,ROOM FOR A MEETING,administrative
7214,GRAPHIC DESIGN - NO ON GARY JOHNSON (ESTIMATED),digital
6213,TELEVISION PRODUCTION-ALSO SUPPORTS CORY GARDNER,media
7361,IE-JOHNSON-POSTAGE,administrative
2126,MILEAGE REIMBURSEMENT FOR CANVASSERS 7/25-7/31 FL,field
147,MEDIA ONLINE ADVERTISING NOT DISSEMINATED,digital
1218,RADIO AD PRODUCTION - GORDON HOWIE FOR U.S. SENATE,media
386,MEDIA CONSULTING AND PRODUCTION,consulting
5485,MEDIA PLACEMENT SERVICES,media
239,CANVASSING ADVERTISEMENT DEVELOPMENT,field
6057,TV/RADIO PLACEMENT & PRODUCTION,media
928,SURVEY OF VOTERS,polling
7846,INTERNET AD TO PROMOTE POLITICAL ADS; ROGUES GALLERY,digital
268,MEMBERSHIP POLITICAL MOBILIZATIONS,field
7567,DIRECT MAIL - NON-CONTRIBUTION ACCOUNT,fundraising
1066,TV ADVERTISING -- PRODUCTION AND PLACEMENT,media
865,JFC AIRFARE,travel
5002,TV AD PRODUCTION COSTS (ADDED TO AIR BUY REPORTED 4/19/16) (FROM ADVANCE LINE 21),media
2087,ESTIMATED EXPENSES FOR TECHNOLOGY SERVICES FOR PHONE BANKING (5/17 - 6/3),polling
5001,INTERNET COMMUNICATION(FROM ADV. LINE21),digital
1185,IE-LANDRY-SIGNAGE,field
1786,IE-WALORSKI-YARD SIGNS,field
3062,AD BUY - NV PRIVATIZE,media
3848,VIDEO PRODUCTION  - 'SKIPPED',media
4435,PLANE BANNERS,media
3994,WEB AD PLACEMENT (VOTE AGAINST NUNN),digital
894,"PRINTING, POSTAGE, MAILSHO[",administrative
521,COPIES FOR CANVASSING,field
3502,PRO BENNET MESSAGING/COMMUNICATION,media
500,TELEVISION ADVERTISING  MEDIA PLACEMENT,media
810,BUS TOUR- CATERING,travel
1094,ESTIMATED COST FOR CANVASSING SERVICES FOR 8/1-8/7,field
5973,TELECOMMUNICATIONS EQUIPMENT RENTAL,media
248,FEDERAL PAYROLL TAXES,field
5272,MEDIA BUY FOR THIS MOVIE,media
5927,PHONE BANK INKIND,field
7133,IE-BEVIN-DOOR HANGERS/SHIPPING,field
6875,PROPS FOR OBAMACIN ONLINE AD FILMING,digital
349,MAILED AD,media
5163,"WEBSITE HOSTING, MAINTENANCE",digital
601,PRINTING MAIL SERVICES,administrative
5473,DIRECT MAIL PIECE NC-08 PRIMARY,fundraising
949,11/4 TO 11/8  RADIO ADVERTISING,media
4926,STAFF TIME FOR SOCIAL MEDIA ANIMATION GENERATION,digital
1560,DISBURSEMENT OF IN-KIND CONTRIBUTION OF VOTER LIST FOR PHONE AND MAIL,field
1734,TRAVEL EXPENDITURES,travel
7318,DIRECT MAIL AND TELEPHONE 8/20/12-8/31/12 (ESTIMATE),fundraising
5220,IE-GLENN-PRINTING,administrative
358,ADMINISTRATIVE MANAGERIAL CONSULTING SERVICES,consulting
1709,TV AD GREED,media
91,DIGITAL AD PLACEMENT PRODUCTION COSTS,digital
99,IE-TOOMEY-BUMPER STICKERS,field
3755,OFFICE SPACE RENTAL,administrative
7620,VOTER CONTACT (ESTIMATE FOR 10/17/10 - 10/31/10),field
6221,FULFILLMENT ITEMS - SIGNAGE & BUTTONS,field
4297,"ADVERTISING - TV -ALSO OPPOSES RUBIO, TRUMP",media
5599,E-MARKETING-ALLOCATION OF RETAINER,legal
4886,IE-ODONNELL-ONLINE PROCESSING,digital
1599,SHARRON ANGLE RADIO ADVERTISEMENT,media
5123,SURVEY COSTS - CANDIDATE SPECIFIC,polling
24,ADDITIONAL POSTAGE - KIRKPATRICK THE SPENDIFICENT,administrative
238,WEB AD CREATION & PRODUCTION (1979),digital
1099,VIDEO EDITING - 'GAS',media
810,RESEARCH SERVICES,polling
7054,DIGITAL MEDIA PRODUCTION/PLACEMENT - SEE RED METRICS 10-13-15,digital
4295,MINUTES FOR PHONE BANKING THROUGH 10/31/12,polling
2834,AD SUPPORTING BARACK OBAMA'S ELECTION,media
813,ORGANIZING FELLOWSHIP 10/27/16-11/8/16,administrative
804,SCRIPT WRITING/LIVE PHONE CALLS;,media
6460,LIVE PHONE BANKS,field
5327,ESTIMATED SALARY FOR GROUND CAMPAIGN (5/17/12 - 5/20/12),field
1492,CAMPAIGN T-SHIRTS DESIGN SERVICES,field
7780,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM NOVEMBER 1-15.,fundraising
470,PAC LIST RENTAL,fundraising
2234,"CHANGED TV AD ON 7/10/2014, NEW ALLOCATION, NO NEW DISBURSEMENT",media
660,MALING FOR VOTER GUIDE,field
2219,RADIO PRODUCTION 'GOLD DIGGING' - ESTIMATE,media
7810,MAILER- A BAD EXAMPLE FOR OUR CHILDREN,media
7291,VOTER CONTACT PHONES:SYSTEM & PERSONNEL,field
49,IE-MANDEL-RESEARCH/PRINT PRODUCTION,consulting
387,PAC FIELD CONSULTING,consulting
1542,CONTRIBUTION FOR MEDIA ADVERTISING,media
4509,PHONE SOLICITATIONS (PULLED FROM ADVANCE LINE 21),fundraising
7873,RADIO ADVERTISING - AD PRODUCTION,media
1233,"TV ADS, PRODUCTION & DISTRIBUTION 'DO AWAY WITH'",media
2503,BUISNESS EXPENSE,administrative
6805,PRODUCTION COST RADIO AD,media
5120,INTERNET AND EMAIL ADVERTISING; ALSO SUPPORTS MITT ROMNEY,digital
1664,IE-BROWN-MESSAGING,administrative
4929,PRODUCTION COST - 'FALL',media
4985,POSTAGE/PRODUCTION FUNDRAISING MAIL DROPS 10.15,fundraising
80,COMPLIANCE SOFTWARE,legal
4739,VOTER CONTACT MAIL (ALSO OPPOSES JOE DONNELLY),field
6338,WEBSITE DEVELOPMENT - WWW.FRIENDSOFTHEUSCHAMBER.COM,digital
2791,DOOR HANGER - COLORADO; ALSO OPPOSES OBAMA,field
5996,LIVE CALLS,administrative
719,EVENT AUDIO VISUAL SERVICES AND EQUIPMEN,misc
2625,PRINT AD / MAILER,media
3069,EMAIL COMMUNICATIONS - 01/24/2012,digital
7217,GAS TAX PRODUCTION\TMAIL PRODUCTION,travel
2280,MOTOR COACH WRAPPING,travel
833,TRAVEL LODGING AMEX SB232587063,travel
5086,RADIO ADVERTISING (PRODUCTION COSTS),media
1802,WEB CONTENT - DESIGN,digital
674,IN-KIND ADVOCACY BUMPER STICKERS AND SHIPPING,field
6932,ONLINE VIDEO EDITING,digital
6870,CATHERINE AGAINST NEVADA STAFF TIME (EXCEEDED $1K ON 10/27/2016),administrative
4329,MEDIA BUY FOR 'THIS MOVIE',media
3324,MEDIA BUY COMMISSION,media
3247,TV AD PLACEMENT (DEFEAT PAY-MORE PATRICK),media
1940,IE-POSTAGE/PRINTING-BLUM,administrative
601,LEGAL FEES,legal
4207,TV ADS 'PROCEDURE AP',media
6692,BARBER-CHOOSE YOUR DOCTOR',misc
6934,IE-MANDEL-GRASSROOTS ORGANIZING,field
1388,NEWSPAPER AD ON 10/31/2014,media
847,BANK SERVICE CHARGE,legal
341,EMPLOYEE DEDUCTION,legal
4500,PRODUCTION COSTS - A LOT TO SAY,media
2869,MEDIA PRODUCTION/PLACEMENT,media
6454,IE-DEVORE-CC PROCESSING FEES,administrative
6106,DIGITAL ADVERTISING-ESTIMATED COSTS,digital
925,REIMBURSE TRAVEL EXPENSES,travel
646,OFFICE LEGAL SERVICES,legal
7489,DIRECT MAIL EXPRESS ADVOCACY COMMUNICATION,fundraising
7540,IE-TISEI-ONLINE ADS,digital
5987,ADVERTISING: PERSONNEL FOR LIVE PHONE CALLS - IN-KIND,media
579,VIGOP DIRECT MAIL POSTAGE,fundraising
2541,RADIO ADS FOR THE BLUNT CAMPAIGN,media
734,FINANCE EVENTS,legal
1490,POSTAGE FOR MAILERS (MCGINTY PAY TO PLAY),media
5301,PHONE BANK MINUTES,field
4610,MEDIA - PHONE/ROBO CALLS,media
5017,TV/MEDIA BUY,media
989,SURVEY POLL,polling
823,RESEARCH POLLING,polling
1554,TEMP STAFF DIRECT VOTER CONTACT,fundraising
759,DONATION TO LEGAL FUND FOR REDISTRICTING,legal
113,ONLINE SERVICES,digital
2274,TRAVEL TO EVENT,travel
2779,IE-SANFORD-DOOR HANGERS,field
7058,POSTAGE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 12/18/15.,fundraising
4237,CAMPAIGN RESEARCH & EXPENSES,polling
6191,VIDEO PRODUCTION & TRAVEL (ESTIMATE),travel
936,DIRECT MAIL: POSTAGE,administrative
1014,MEDIA BUYING SERVICE,media
906,"SOCIAL MEDIA, NEVADA",digital
5422,RADIO AND EMAIL ADVERTISING; ALSO OPPOSES MITT ROMNEY,digital
830,TRAVEL EXPENSE REIMBURSEMENT,travel
403,PLACED MEDIA,media
6192,CAMPAIGN STICKERS,field
787,AUDIO VISUAL CONVENTION,field
7056,CHECK ORDER,administrative
4529,IE-AMASH-DIRECT MAIL,fundraising
68,WEB DEVELOPMENT,digital
939,RESEARCH MATERIALS,polling
480,MEDIA PRODUCTION COSTS  ESTIMATE,media
168,ADVERTISING - FACEBOOK,digital
851,MAILERS (MCGINTY SUPREME COURT),media
2319,VOLUNTEER RECRUITMENT PHONE BANKS. CORRECTION TO AMOUNT AND DESCRIPTION PREVIOUSLY RPTD ON 6/13/14,polling
71,PRINTING EXPENSE,administrative
4133,IE-PRINTING-COMSTOCK,administrative
6354,AD & WEB PRODUCTION & DESIGN,digital
2737,MAIL PRODUCTION AND POSTAGE (MTP2),administrative
3143,LITERATURE (DOOR HANGERS) FOR PA CANVASS,field
520,PRINT MAIL PRODUCTION,media
2729,"DIGITAL WEB AD PLACEMENT (DEFEAT PAY-MORE PATRICK) DID NOT CROSS $10,000 THRESHOLD",digital
559,PRODUCTION,media
7039,PAC LIST PURCHASE FOR MAILING,fundraising
621,"MOBILE VOTER GUIDE; 9/28 - 11/8; DOES NOT REACH $10,000 UNTIL 10/17",digital
3593,UBER SERVICES RELATED TO KIDS AD SHOOT (TOTAL AMOUNT FOR 2 RIDES),travel
6252,PHONE CALLS - GOTV HOFFMAN,field
7778,ESTIMATED COST:  T-SHIRTS,field
5985,EVENT SPACE RENTAL,administrative
5811,AD DISTRIBUTION,media
124,ONLINE VIDEO PRODUCTION COSTS,digital
409,TVMEDIA PLACEMENT,media
766,MEDIA-RADIO,media
6926,ROBOCALLS-OK,field
1290,MEDIA-POST PRODUCTION WORK,media
1755,RADIO ADS FOR SPENCE AND AKIN,media
3620,IE-CHAPMAN-MEDIA PRODUCTION,media
4528,VOTER DATA - SIMPSON (ID-02),polling
7754,IE-PRINTING-ZINKE,administrative
7465,FOOD --TRAVEL FOR RALLY,travel
3220,WEBSITE DEVELOPMENT OPPOSING ANN KIRKPATRICK.,digital
2245,TV AD RESEARCH,media
3758,TELEVISION PRODUCTION AND FILM COST,media
668,LEGAL AND ADMINISTRATIVE SERVICES,legal
678,PAC RESORT EVENTS AND LODGING,travel
3029,GOTV WEB ADS,digital
7583,PRODUCTION AND SHIPPING - BANNERS,media
4361,ESTIMATED EXPENSES FOR PRINTING AND GRAPHICS FOR WALK PIECE (5/17 - 6/3),media
618,PAC ACCOUNTING COMPLIANCE SERVICES,legal
3188,"BILLBOARD IN TAMPA, FL, A WEEK",media
4106,TV ADVERTISING PRODUCTION AND TIME,media
4253,SITE RENTAL FEES FOR RALLY,field
3938,DIRECT MAIL POSTAGE - AUGUST HOUSEFILE,fundraising
4192,"ADVERTISING - DIGITAL - ALSO OPPOSES RUBIO, TRUMP",digital
2784,MAIL PRINTING & POSTAGE (WEILAND/PRESSLER 3),administrative
4713,2/27 TO 3/2 RADIO ADVERTISING,media
1613,IE-MOURDOCK-PUSH CARDS,media
453,FUNDRAISING RETAINER,fundraising
1487,CAMPAIGN CONSULTING; 8/1 - 8/31,consulting
5223,ESTIMATED OCTOBER OUTBOUND VOTER CONTACT CALLS,field
1559,SALARY COSTS,administrative
989,IE-CRUZ-MAIL PROCESSING,administrative
2937,ADVERTISING: TV MEDIA PLACEMENT,media
933,ESTIMATE - TRAVEL AND OTHER MISC EXPENSES FOR BUS TOUR,travel
1919,10/31 TO 11/2 TELEVISION ADVERTISING,media
2123,SEARCH AD: IN,digital
3501,RADIO AD MEDIA,media
1984,VOTER CONTACT PHONES: SYSYTEM,field
5181,DOOR HANGERS UT,field
481,AUTOMATED CALLS TO FL MEMBERS,field
4754,IE-RENACCI-BUMPER STICKERS,field
6348,"TELEVISION AND DIGITAL MEDIA OPPOSING KATIE MCGINTY, JUNE 2 - JUNE 22.",digital
580,FACILITIES CATERING,administrative
2404,"INTERNET ADS, COMMUNICATIONS",digital
2966,IE-DIDIER-FIELD COORDINATOR/CONSULTING,consulting
4921,STEEL BLITZ FOR BARACK - TRAVEL COSTS - JAMES AND MONIQUE BROWN,travel
329,COMPLIANCE CONSULTANT,consulting
6035,ROBO CALLS AND DATA,field
1922,MAIL PRINTING & POSTAGE (WEILAND/PRESSLER 4),administrative
1015,DESIGN POSTCARD,administrative
197,LITERATURE - 10/29/2012,field
807,MAIL BUNDLING APPEAL-BRE,administrative
2707,TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - PROMISE,digital
6577,IE-MANDEL-POLLING,polling
3884,ADVERTISING DESIGN,media
1415,IE-BEVIN-STICKERS,field
991,RADIO AD FOUGHT,media
6907,IE-HATCH-ADVERTISING,media
5712,GOTV - STAFF TIME (MEMO ITEM),field
5356,"PRODUCTION OF WEB ADS, SOCIAL MEDIA ADS",digital
75,DIGITAL MEDIA SERVICES,digital
44,MERCHANDISE FULFILLMENT,field
549,FUNDRAISING COLLECTION SERVICE,fundraising
613,COMPLIANCE ACCOUNTING SERVICES,legal
5778,STAFF TIME FOR TWITTER AND FACEBOOK (10/7/12-10/13/12),digital
2594,TRANSLATION COSTS,administrative
7051,ESTIMATED COST FOR DIRECT MAIL SERVICES,fundraising
2314,WEBSITE DEVELOPMENT ESTIMATE,digital
3264,PAC GRAPHIC DESIGN-ESTIMATE,digital
6636,"ESTIMATE: STAFF FOOD AND GAS REIMBURSEMENTS, 11/2-11/4",travel
3565,INTERNET NEWSLETTER COSTS,digital
1805,UFCW FOR OBAMA BUTTONS,field
109,GRAPHIC DESIGN,digital
5793,IE-STENBERG-STAFF & OVERHEAD,administrative
298,MEDIA BUY - NY 9/25/12,media
7115,"FOOTAGE LICENSE, EDIT TIME, VOICEOVER, MUSIC RIGHTS, REVISIONS'SERVICE'",media
126,DIRECT MAIL - 10/22/2012,fundraising
4221,IN-KIND TELEVISION ADVERTISING,media
4492,SURVEY/POLLING CALLS,polling
796,LEGAL FEES NOT CANDIDATE SPECIFIC,legal
115,MAILERS (BAYH SUPREME COURT MAILER 2'),media
3456,ONLINE DIGITAL ADVERTISING EXPENSE,digital
37,DATABASE MANAGEMENT,digital
994,POLLING VOTER SURVEY,polling
857,TRAVEL LODGING AMEX SB234102,travel
5054,TARGETED DIRECT MAIL 11/03 - GOTV,fundraising
642,COMPLIANCE ACCOUNTING,legal
2914,ONLINE ADVERTISING - 01/08/2012,digital
2798,ROBOCALLS - OH - 10/11/12 (PD 9/13/12),field
927,POLLING CHARGES,polling
4129,CREATIVE PRODUCTION MEDIA BUY,media
3852,PLACEMENT FOR TV ADVERTISING (MOST IMPORTANT),media
2907,WEB AD PLACEMENT (FIRE BEGICH 2),digital
7334,IE-DISDALE-ONLINE ADS,digital
7285,PRINTING - VOTE FOR KAY HAGAN U.S. SENATE,media
3536,10/4 TO 10/7 TELEVISION ADVERTISING,media
3548,PRINTING - PALMCARD,media
2376,RADIO AIRTIME-BRETT GUTHRIE,media
1211,IE-RADIO-ALLEN,media
1452,MEDIA BUY; ALSO SUPPORTS MICHAEL MCFADDEN,media
6686,TENNESSEE AD BUYS,media
357,POLITICAL CONSULTANT COMMUNICATIONS,consulting
7726,WEB RADIO,digital
4187,SOCIAL MEDIA NEW HAMPSHIRE,digital
7704,DIGITAL VIDEO PRODUCTION (MCGINTY'S REAL RECORD),digital
4309,50% DIRECT MAIL COSTS FOR 04/20/2012 MAILER (SUPPORTS CRITZ/OPPOSES ALTMIRE),fundraising
7528,DESIGN - BOUCHER THE SPENDIFICENT,administrative
6988,PHONE/TECHNOLOGY FOR EVENT,administrative
4095,MEDIA PRODUCTION AND LICENSING COSTS,media
4901,BILLBOARD IN CO,media
4934,RADIO ADVERTISING (PRODUCTION/PLACEMENT) & WEBSITE PRODUCTION,digital
6665,RADIO AD PLACEMENT: 'WHY?',media
3738,DIRECT MAIL PRODUCTION-ALSO OPPOSE TRUMP CRUZ AND RUBIO,fundraising
544,ADVERTISING-TV PLACEMENT (STILL BELIEVE),media
6050,ADVERTISING 2/1 NEVADA IE,media
1541,MEDIA AD - CANDIDATE SPECIFIC,media
93,"TV, DIGITAL, PHONE AND MAIL CAMPAIGNS OPPOSING TIM HUELSKAMP, JULY 26 - AUGUST 2.",digital
2653,SOCIAL MEDIA ADMINISTRATION AND MARKETING,digital
4888,TRAVEL FOR HELLO ROMNEY,travel
923,PRE PAID FUEL CARDS FOR TRAVEL STIPENDS SEE MEMOS IF ITEMIZED,travel
2523,ESTIMATED DATA SERVICE FEES,polling
6182,IE-MURPHY-CANDIDATE BOOKS,field
491,PARTY FUNDRAISING,fundraising
892,IN KIND SEPTEMBER TRAVEL,travel
746,PROFESSIONAL LEGAL FEES,legal
100,COMPUTER SUPPORT,administrative
1867,SOCIAL MEDIA PLACEMENT; VIRGINIA; ALSO OPPOSES BARACK OBAMA,digital
707,LEGAL COMPLIANCE FEES,legal
5838,FACEBOOK ADVERTISEMENTS,digital
3019,PRODUCTION MAILINGS,media
2288,PAC - AD PRODUCTION,media
2238,BUS TOUR-PARKING,travel
621,CAMPAIGN EVENTS,misc
629,PRODUCTION AND PLACEMENT OF TV SPOT,media
6340,BILLINGS OFFICE RENT,administrative
3890,ARTWORK & NEWSPAPER AD - DELAWARE COUNTY TIMES,media
2441,SALARY AND TRAVEL FOR CANVASS,field
456,PRODUCTION MEDIA BUY,media
7757,IE-RADIO-SHEA PORTER,media
195,SITE RENTAL CATERING,digital
814,PROMOTIONAL BUTTONS,field
627,COMPUTERS,digital
2331,"TV ADVERTISEMENT SUPPORTING RON JOHNSON, GIVE AND TAKE MAY 20 - JUNE 13.",media
6393,SHIPPING - SIGNS,field
5888,TV AD PRODUCTION & BUY,media
2281,ADVERTISING: PERSONNEL FOR LIVE PHONE CALLS (IN-KIND),media
758,INTERNET ADVERTISING - NON-CONTRIBUTION ACCOUNT,digital
2570,VIDEO PRODUCTION COSTS,media
3217,"MAIL DESIGN/LAYOUT, PRINTING, PRODUCTION/MAIL SERVICES/POSTAGE",media
726,"TV AND DIGITAL ADVERTISEMENT CLOSING AGAINST CHRIS MCDANIEL, 4/15 - 4/29.",digital
2095,IE-RADIO-RUBIO,media
3935,TV AD PRODUCTION COST CHOICE,media
70,CREATION AND SENDING OF EMAILS FROM 10/31 - 11/8,digital
78,PRODUCTION AND PLACEMENT OF LEADERSHIP ONLINE AD (AMENDED FINAL TOTAL),digital
132,DIGITAL ADVERTISING AMOUNT ESTIMATED,digital
719,PAC COMPLIANCE AND ACCOUNTING FEES,legal
6218,IE-MOURDOCK-SIGNAGE SHIPPING,field
3347,RADIO ADS 4/15 TO 4/21,media
2812,TABLING FEE FOR COMMUNITY MARKET,field
5741,PRINT 15TH CD POSTCARD,media
6986,IE-OBAMA-MAILING,fundraising
692,EVENTS CONSULTING EVENTS FOOD BEVERAGE EVENT VENUE TICKETS SHIPPING,consulting
5934,VOTER CONTACT MAIL PRODUCTION & POSTAGE: 'HISPANIC BILINGUAL B2',field
4573,IE-POSTAGE/PRINTING-MEADOWS,administrative
593,IE-STENBERG-VIDEO PRODUCTION,media
6891,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM AUGUST 1-14.,fundraising
2565,BILLBOARD IN CHARLESTON SC,media
7206,ADVERTISING-TV PLACEMENT (VOTED FOR),media
5791,DIRECT MAIL - POSTAGE,fundraising
7183,IE-LANKFORD-ONLINE ADS,digital
4878,CAVASSING SERVICES,field
619,LEGAL FEE,legal
5802,ADVERTISING-MOBILE BILLBOARDS,digital
4079,BROADCAST AND RADIO ADVERTISING.,media
2608,MEDIA TARGETING ANALYTICS,polling
7353,GAS CARDS FOR VOLUNTEER CANVASSERS KNOCKING DOORS FOR HILLARY,field
6418,ONLINE ADVERTISING - 1/3/2012,digital
308,PRINTING CANVASSING LITERATURE NO EXPRESS ADVOCACY,field
2272,AD PRODUCTION - HECK/TRUMP WOMEN - NON-CONTRIBUTION ACCOUNT,media
6249,PREDICTIVE DIALER FOR PHONE BANK,field
4747,ESTIMATED LIST RENTAL COSTS FOR REMAINDER OF MAY,fundraising
3022,MAIL PRODUCTION AND POSTAGE (ABANDONED),administrative
3879,PAYMENT FOR EVENT TICKETS-ESTIMATED COSTS,administrative
6086,IE-HASNER-ONLINE ADS,digital
2826,TV ADS PRODUCTION AND BUY,media
940,DATA AND MANAGEMENT SERVICES,polling
3843,IE-LUGAR-DIRECT MAIL,fundraising
5024,FOOD & EXPENSES FOR PHONE BANKING; 10/1 - 10/9,field
5836,IE-TOOMEY-EMAIL USAGE,digital
165,IE-ZOLLER-ONLINE ADS,digital
1858,DESIGN/PRINT YARD SIGNS,field
6942,REIMBURSEMENT FOR MAGAZINE PHOTOS (AP),media
547,MEDIA AND PRODUCTION SERVICES,media
6031,TV AD PLACEMENT: TRICK-BRIGHT,media
5864,BAGGIES FOR PALM PILOTS,field
1041,"TV ADVERTISEMENT BROWN ENDORSEMENT SUPPORTING SCOTT BROWN, 10/20 - 11/4.",media
865,SHIPPING OF ADS TO TV STATIONS. AD AIRS 5/7 - 5/13.,media
608,LEGAL SERVICES RENDERED,legal
1652,PHONEBANKING SENATE SPEC GENERAL,polling
828,CABLE AD BUY,media
280,TELEVISION AND RADIO ADVERTISING,media
3754,IE-MCCLUNG-YARD SIGNS,field
5706,DIRECT MAIL SERVICES.,fundraising
437,TV MEDIA BUY,media
7910,DIRECT MAIL POSTAGE-DANIELS APPEAL,fundraising
4087,MOBILE PHONE FOR EVENT,administrative
5885,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS RELATED EXPENSES FROM 10/11-10/15",field
1448,DESIGN - KIND THE SPENDIFICENT,media
198,EVENT PLANNING FEE,administrative
2688,EMAIL & STAFF FOR FUNDRAISING APPEAL,fundraising
1750,FOOD FOR CANVASSERRS,field
888,SKYWALK PANELS WITH BROCHURE DISTRIBUTION,administrative
